1	INTJ PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP PREP DETFS NFS	<eps> PREP DET NMP NMS AUX PROPN XFAMIL PREP NMS PREP PREP CHIF CHIF NFP <eps> <eps> <eps>	_
3870	ADV AUX PRON PREL PPOBJMS VERB DET NFP ADV PPER3MS VERB DET PRON COCO PPER3MS PREF VERB ADV PREP VERB PREP DET NMP COCO PPOBJMP AUX VERB PDEMMS DINTFS NFS PRON	<eps> AUX PRON PREL PPOBJMS VERB DET NFP ADV PREL VERB DET PRON COCO PPER3MS PREF VERB ADV PREP VERB PREP DET NMP <eps> PPOBJMP PROPN VERB PDEMMS DINTFS NFS PRON	_
3871	DETFS NFS PREP DETFS NFS AUX PRON PREL PPER3FS AUX ADV ADV ADV AUX VPPFS PREP NMS PREP PDEMFS NFS PROPN XFAMIL VERB PREP NMS PREFP AUX VPPMS PDEMFS PINDFS	DETFS NFS PREP DETFS NFS AUX PRON PREL PPER3FS AUX ADV ADV ADV AUX VPPMS PREP NMS PREP PDEMFS NFS ADJFS <eps> VERB PREP NMS PREFP AUX VPPMS PDEMFS PINDFS	_
3872	ADV DINTMS NMS PREP DETMS NMS	<eps> DINTMS NMS PREP DETMS NMS	_
3873	COCO PPOBJFS PPER1S PPOBJMS VERB COCO PINDMS VERB DET PDEMMS PREL PINDMS VERB	<eps> PPOBJFS PPER1S PPOBJMS VERB COCO PINDMS VERB DET PDEMMS PREL PINDMS VERB	_
3874	PINDMS VERB COSUB PROPN XFAMIL AUX VPPMS CHIF CHIF CHIF NMP PREP NMP COCO AUX VPPMS DETFS NFS ADJFS ADJFS	<eps> VERB COSUB PROPN XFAMIL AUX VPPMS CHIF CHIF CHIF NMP PREP NMP COCO AUX VPPMS DETFS NFS ADJFS ADJFS	_
3875	PPER3MS VERB PPOBJMS VERB ADV COCO ADV	<eps> VERB PPOBJMS VERB ADV COCO ADV	_
3876	PINDMS AUX ADV VPPMS PREP PPOBJMS VERB	VERB <eps> ADV VERB <eps> PPOBJMS VERB	_
3877	PINDMS PPOBJFS VERB PDEMFS NFS COCO PINDMS VERB ADV ADV COSUB DETFS NFS DET NMP PREFP ADV AUX VPPMS ADV DINTMS NMS PREP ADV ADV	PINDMS PPOBJFS VERB <eps> NFS COCO PINDMS VERB ADV ADV COSUB DETFS NFS DET NMP PINDMS ADV AUX VPPMS ADV DINTMS NMS PREP ADV ADV	_
3878	DINTMS ADV ADV PREP ADV AUX VPPMS PREP DETFS NFS	DINTMS ADV ADV PREP ADV AUX VPPMS PREP DETFS NFS	_
3879	COSUB PROPN XFAMIL ADV AUX ADV ADJMS COCO DET CHIF NMP	<eps> PROPN XFAMIL ADV AUX ADV ADJMS COCO DET CHIF NMP	_
3880	ADJMS PREP DETFS NFS PREP NMS PROPN COCO ADV ADV PPER1S VERB ADV PINDMS VERB <eps> ADV DET NMP	NMS PREP DETFS NFS PREP NMS PROPN AUX ADV ADV PPER1S VERB ADV PINDMS VERB DET ADV DET NMP	_
3881	PDEMMS AUX COSUB PPER1S VERB DETMS NMS PREP DETFS NFS COCO DETMS ADJMS NMS	PDEMMS AUX COSUB PPER1S VERB DETMS NMS PREP DETFS NFS COCO DETMS ADJMS NMS	_
3882	VERB PREP DETFS NFS PREP DETFS NFS ADJFS PREP VERB DET NMS PREP DETFS NFS ADJFS VERB PREP VERB COSUB PDEMMP PREL AUX VPPMS DETMS NMS ADV VERB ADV DETMS NMS PREP VERB DET NFS COCO VERB DET NMS PREP DETFS NFS	VERB <eps> DETFS NFS PREP DETFS NFS ADJFS PREP VERB DET NMS PREP DETFS NFS ADJFS VERB PREP VERB COSUB PDEMMP PREL AUX VPPMS DETMS NMS ADV VERB ADV DETMS NMS PREP VERB DET NFP COCO VERB DET NMS PROPN <eps> <eps>	_
3883	DET PINDMS DET NMP ADJMP PREP PINDMS DET NMP ADJMP PREP VERB PREP DETMS NMS	<eps> PINDMS DET NMP ADJMP PREP DINTMS DET NMP ADJMP AUX VPPMS PREP DETMS NMS	_
3884	ADV PREP NFS PREP NFS ADV DINTMS ADJMS NMS	<eps> <eps> NFS PREP NFS PREP <eps> ADJMS NMS	_
3885	VERB COSUB DETFS NFS VERB	<eps> COSUB DETFS NFS VERB	_
3886	DETFS NFS PROPN VERB PREF VERB COCO PINDMS VERB VERB PREP DETFS PROPN COCO PREP DET PROPN	<eps> NFS PROPN VERB PREF VERB <eps> PINDMS VERB VERB NFS <eps> <eps> <eps> PREP DET PROPN	_
3887	PINDMS VERB ADV PREP DETFS NFS ADJFS ADV PDEMMS PPER3MS VERB PUNCT <eps>	<eps> AUX ADV PREP DETFS NFS ADJFS ADV PDEMMS PPER3MS VERB NMS VPPMS	_
3888	PREP DET PROPN	<eps> DET NMS	_
3889	ADV PREP NMS PREP DETFS NFS	PROPN <eps> <eps> PREP DETFS NFS	_
3890	COCO ADV AUX ADV DETMS NMS PREP DINTMS ADJMS NMS COCO VERB ADV PREP DINTMS NMS PREP DETFS NFS	<eps> <eps> AUX ADV DETMS NMS PREP <eps> ADJMS NMS COCO VERB ADV PREP DINTMS NMS PREP DETFS NFS	_
3891	ADV PINDMS VERB VERB PREP DETFS NFS DET NMP ADV PPER3MS VERB PREP DET NMP DET ADJMP NMP COCO ADJMP ADV VERB ADV DETMS ADJMS NMS PREP NMS VERB PREP PROPN VERB DINTMS NMS DET NFP PREP CHIF CHIF CHIF PROPN XFAMIL PREF AUX VPPMS PREP DET NMP	<eps> PINDMS VERB VERB PREP DETFS NFS DET NMP ADV PPER3MS VERB PREP DET NMP DET ADJMP NMP COCO ADJMP ADV VERB ADV DETMS ADJMS NMS PREP NMS VERB PREP PROPN VERB DINTMS NMS DET NFP PREP CHIF NMP CHIF PROPN XFAMIL PREF AUX VPPMS PREP DET NMP	_
3892	PPER3MP PPOBJMP AUX VPPMS DINTFS NFS PREP DET NMS	<eps> PPOBJMP AUX VPPMS DINTFS NFS PREP DET NMS	_
3893	COSUB PPER3MP PREF VERB PREP PROPN XFAMIL COCO PREP PROPN XFAMIL	PPER3MS <eps> PREF VERB PREP PROPN XFAMIL COCO PREP PROPN XFAMIL	_
3894	DET CHIF ADJMP NMP PREP DETFS NFS VERB DETMS NMS PREP DET NMS ADJMS	<eps> CHIF ADJMP NMP PREP DETFS NFS VERB DETMS NMS PREP DET NMS ADJMS	_
3895	PREP CHIF CHIF CHIF CHIF PREP PROPN XFAMIL	PREP CHIF NMP CHIF CHIF PREP PROPN XFAMIL	_
3896	PREP CHIF CHIF CHIF PREP PROPN XFAMIL	<eps> CHIF NMP CHIF PREP PROPN XFAMIL	_
3897	ADV COSUB DETMS NMS PREP DETFS PROPN AUX ADV PREP CHIF CHIF NMP PREP NMP	ADV COSUB DETMS NMS PREP DETFS PROPN AUX ADV PREP CHIF CHIF NMP PREP NMP	_
3898	ADV CHIF CHIF PREP CHIF PREP DET NMS ADJMS ADJMS	CHIF NFP CHIF PREP CHIF PREP DET NMS ADJMS ADJMS	_
3899	COSUB DET PINDMS COCO DET ADJFS NFS PREP DINTFS NFS DET NMP	COSUB DET PINDMS COCO DET ADJFS NFS PREP DINTFS NFS DET NMP	_
3900	PROPN XFAMIL AUX VPPMS ADV COCO ADV AUX VERB DINTFS NFS PREP DETFS NFS ADV COSUB PROPN XFAMIL PREP VERB ADV PPER3MS AUX VPPMS	PROPN XFAMIL AUX VPPMS ADV COCO ADV AUX VERB DINTFS NFS PREP DETFS NFS ADV COSUB PROPN XFAMIL PREP VERB COSUB PPER3MS AUX VPPMS	_
3901	DETMS NMS ADJMS VERB ADV VERB DETMS NMS ADJMS	DETMS NMS ADJMS VERB ADV VERB DETMS NMS ADJMS	_
3902	PREP PPOBJMS VERB DINTMS NMS PREP DETFS NFS ADJFS PREP PPOBJMS PREP DET NMS PREP DET NMP ADJMP	<eps> PPOBJFS VERB DINTMS NMS PREP DETFS NFS ADJMP PREP PPOBJMS <eps> PREP NMS PREP DET NMP ADJMP	_
3903	ADV ADJ ADV PROPN XFAMIL VERB PREP VERB DET NMS ADJMS PREP CHIF CHIF CHIF	ADV ADJ ADV PROPN XFAMIL VERB PREP VERB DET NMS ADJMS PREP CHIF NMP CHIF	_
3904	DETMS NMS ADJMS VERB VERB DINTFS NFS PREP NFS ADJFS PREP NOUN	DETMS NMS ADJMS VERB VERB DINTFS NFS PREP NFS ADJFS PREP NOUN	_
3905	CHIF NMP PREP NMP PREP NFS PREP NFP VPPMP PREP DINTFS NFS DINTMS ADJMS NMS DET NFP	CHIF NMP PREP NMP PREP NFP PREP NFP VPPFP PREP DINTFS NFS DINTMS ADJMS NMS DET NFP	_
3906	DETMS NMS PROPN VERB PREP ADV ADV VERB DINTMS NMS PREP ADV PREP DETFS NFS ADJFS PREP CHIF NMP	DETMS NMS PROPN VERB PREP ADV ADV VERB DINTMS NMS PREP ADV PREP DETFS NFS ADJFS PREP CHIF NMP	_
3907	PROPN DETMS PROPN VERB ADV PREP PPER3FS AUX VERB DINTFS NFS ADJFS VERB DETFS PROPN PREP DINTMS NMS ADJMS ADJMS PREP CHIF	PROPN DETMS PROPN VERB ADV PREP PPER3FS AUX VERB DINTFS NFS ADJFS VERB DETFS PROPN VERB DINTMS NMS ADJMS ADJMS PREP CHIF	_
3908	COCO ADV VERB DETFS NFS PREP DETFS NFS PREP PROPN PREP VERB DET NMP PREP DETFS NFS	COCO ADV VERB DETFS NFS PREP DETFS NFS PREP PROPN PREP VERB DET NMP PREP DETFS NFS	_
3909	PROPN XFAMIL XFAMIL VERB DET PINDMS DET ADJMP PREP ADV ADV VERB DINTMS NMS PREP DET NMS ADJMS DINTFS NFS	PROPN <eps> XFAMIL VERB DET PINDMS DET ADJMP PREP ADV ADV VERB DINTMS NMS PREP DET NMS ADJMS DINTFS NFS	_
3910	DETMS NMS DINTMS NMS PREP NFS VPPFS PREP NMS PREP DET NMP COCO DETFS NFS PREP VERB DET NFS	DETMS NMS DINTMS NMS PREP NFS VPPFS PREP NMS PREP DET NMP COCO DETFS NFS PREP VERB DET NFS	_
3911	PPER3MS VERB PREP VERB PREP PROPN DINTMS NMS ADJMS ADJMS COCO ADJMS	PPER3MS VERB PREP VERB PREP PROPN DINTMS NMS ADJMS ADJMS COCO ADJMS	_
3912	PREL VERB PREP DET NMS COCO DET NMP	<eps> VERB PREP DET NMS COCO DET NMP	_
3913	PROPN XFAMIL AUX PRON PREL PREFP VERB DINTFS NFS DET NMP DETMS CHIF NMS PREP NOUN PREP NFS PREP CHIF PREP PROPN XFAMIL	PROPN XFAMIL PUNCT <eps> COSUB PREFP VERB DINTFS NFS DET NMP DETMS CHIF NMS PREP NOUN PREP NFS PREP <eps> PREP PROPN XFAMIL	_
3914	ADV COCO VERB COSUB PINDMS PREFP VERB COSUB PPER3MS VERB ADV VERB PREP NFS ADV COSUB DET NMP AUX ADV PREP NMS	PROPN <eps> VERB COSUB PINDMS PREFP VERB COSUB PPER3MS VERB ADV VERB PREP NFS ADV COSUB DET NMP AUX ADV PREP NMS	_
3915	ADV PPER1S VERB NFS PREP VERB DET NMP ADV VERB ADV DET NMP ADV PDEMMS AUX DINTFS NFS PREP PREP PREFP VERB COCO PRON PREL PPER1S	ADV PPER1S VERB NFS PREP VERB DET NMP ADV VERB ADV PREP NMS ADV PDEMMS AUX DINTFS NFS PREP PREP PREFP VERB COCO PRON PREL PPER1S	_
3916	VPPMS NFS PINDMS <eps> ADV	PROPN <eps> PINDMS VERB ADV	_
3917	PREFP PPOBJMS VERB COCO ADV	PREFP PPOBJMS VERB COCO ADV	_
3918	PINDMS AUX ADV VPPMS DETMS NMS PREP PINDMS VERB ADV CHIF NFP	<eps> AUX ADV VPPMS DETMS NMS PREP PINDMS VERB ADV CHIF NFP	_
3919	PREP NFS	PREP NFS	_
3920	PREL AUX VPPMS DET NMP ADJMP NMS PREP DINTFS ADV COSUB PPER3FS PPER3FS AUX DETFS NFS PREP DINTMS NMS ADV PINDMS VERB PREP PREFP VERB <eps> PREP DET NMP DETFS NFS PPER3FS AUX ADV	PREL AUX VPPMS DET NMP ADJMP AUX PROPN DINTFS ADV COSUB PPER3FS <eps> AUX DETFS NFS PREP DINTMS NMS ADV PINDMS VERB PREP PREFP PREP NMS PREP DET NMP DETFS NFS PPER3FS AUX ADV	_
3921	COCO NFS PREP PRON COSUB DET NMP PREP DETFS NFS ADJFS ADJFS ADV VERB PPOBJMS VERB ADV PPOBJMS PRON PREL PPER1S VERB ADJMS PDEMMS AUX PREL PINDMS VERB PREFP VERB PREP CHIF NFP CHIF PREP DETFS NFS PREP VERB DETMS NMS PREP NFS PREP DETFS PROPN COCO PPER1S VERB ADV ADV	NFP VERB <eps> <eps> COSUB DET NMP <eps> DETFS NFS ADJFS ADJFS ADV VERB PPOBJMS VERB PREL PPOBJMS PRON PREL PPER1S VERB ADJMS PDEMMS AUX PREL PINDMS VERB PREFP VERB PREP CHIF NFP CHIF PREP DETFS NFS PREP VERB DETMS NMS PREP NFS PREP DETFS PROPN COCO PPER1S VERB ADV ADV	_
3922	COSUB PREP VERB PREP DET NMS PPER3MS VERB	COSUB PREP VERB PREP DET NMS PROPN <eps>	_
3923	VERB DET NMP ADJMP PREP ADV PREP DINTMS NMS ADJMS VERB PREP VERB COSUB PROPN XFAMIL AUX VPPMS PREP DET NMS PREP NMS PREP NFS CHIF CHIF NMP PREP NMP	VERB DET NMP ADJMP PREP ADV PREP DINTMS NMS ADJMS VERB PREP VERB COSUB NMS PROPN VPPMS <eps> PREP DET NMS PREP NMP PREP NFS CHIF CHIF NMP PREP NMP	_
3924	PREFP VERB PREP NMS PREP PREP PROPN XFAMIL COCO PREP PROPN XFAMIL <eps> <eps> <eps> <eps> VERB VERB <eps> ADV DETMS NMS PREP NMS PREP NFS <eps> PREP NFS PREP DET NMP VERB <eps> ADV PREP PROPN PREP VERB PREP DET NMS	<eps> <eps> PREP NMS PREP PREP PROPN XFAMIL COCO PREP PROPN XFAMIL PREL VERB DINTMS NMS VERB VERB COCO ADV PINDMS VERB DETMS NMS PREP NFS COCO PREP NFS PREP DET NMP VERB COCO ADV PREP PROPN PREP VERB PREP DET NMS	_
3925	PREP CHIF CHIF CHIF ADV PROPN XFAMIL PPOBJMS VERB PREP VERB PREP DET NMS PREP CHIF CHIF CHIF CHIF VERB PRON PREL PPER3MS VERB VERB VERB DINTMS NMS AUX PRON PREL PINDMS VERB PREF VERB PDEMMS PREP PDEMMS NMS PREP NFS	<eps> CHIF NMP CHIF ADV PROPN XFAMIL PPOBJMS VERB PREP VERB PREP DET NMS PREP CHIF NMP CHIF CHIF COCO PRON PREL PPER3MS VERB VERB VERB DINTMS NMS COCO PRON PREL PINDMS VERB PREF VERB PDEMMS PPER1S VERB <eps> <eps> <eps>	_
3926	ADV PREP PINDMS PREF AUX VPPMS PREP CHIF NMP PINDMS PREF AUX VPPMS CHIF CHIF CHIF NMP PREP NMP PREP NFS ADJFS	<eps> <eps> <eps> <eps> AUX VPPMS PREP CHIF NMP PINDMS PREF AUX VERB CHIF CHIF CHIF NMP PREP NMP PREP ADV DET	_
3927	VERB PREP DET NMS ADV ADV ADV	<eps> PREP DET NMS ADV <eps> ADV	_
3928	COCO VERB PRON PREL PREFP VERB ADV VERB PREP NMS DETFS NFS PREP DETFS NFS PREP DETFS NFS	<eps> VERB PRON PREL PREFP VERB ADV VERB PREP NMS DETFS NFS PREP DETFS NFS PREP DETFS NFS	_
3929	DET NMP	DET NMP	_
3930	CHIF NMP COCO NMP	<eps> NMP COCO ADJFS	_
3931	VERB PRON PREL PREFP VERB ADV VERB <eps> DET NMS PROPN ADV PREP CHIF NMP PREP NMP PREP NMS COCO PINDMS VERB PREFP VERB COSUB CHIF NMP PDEMMS AUX DINTMS NMS ADJMS ADV PRON ADV AUX ADV ADJ	<eps> PRON PREL PREFP VERB ADV AUX VPPMS DET NMS PREP ADV PREP CHIF NMP PREP NMP PREP NMS PREP VERB <eps> PREFP VERB COSUB CHIF NMP AUX <eps> DINTMS NMS ADJMS ADJMS ADV <eps> <eps> <eps> ADJ	_
3932	PRON PREL AUX ADJ	PRON PREL AUX ADJ	_
3933	PDEMMS AUX ADV PINDMS AUX VPPMS DETFS NFS ADJFS PREP PDEMMS NMS	PDEMMS AUX ADV PINDMS AUX VPPMS DETFS NFS ADJFS PREP PDEMMS NMS	_
3934	PDEMMS VERB AUX ADJFS	<eps> PDEMMS AUX ADJFS	_
3935	COCO PRON PREL AUX ADJ	AUX PRON PREL AUX ADJ	_
3936	PDEMMS AUX ADV ADV ADV	<eps> <eps> COSUB ADV VERB	_
3937	ADV COSUB DETFS NFS VERB DETFS NFS VERB VERB DET NMP PPOBJMP PPER3MP AUX VPPMS CHIF CHIF NMP PREP NMP ADJMP PREL PPER3MP PREF AUX ADV VPPMP PREP VERB COCO DETFS NFS COCO DETFS NFS	<eps> COSUB DETFS NFS VERB DETFS NFS VERB VERB DET NMP <eps> PPER3MP AUX VPPMS CHIF CHIF NMP PREP NMP ADJMP PREL PPER3MP PREF AUX ADV VPPMP PREP VERB COCO DETFS NFS COCO DETFS NFS	_
3938	ADV PDEMMS NMS DET PROPN AUX VPPMS <eps> DINTMS NMS PREP NFS PREP NMS PINDMS VERB PPOBJMS VERB PREP DETMS NMS VERB PREP CHIF NMP CHIF DETFS NFS PREP VERB PREP DET NFP ADJFP COSUB PROPN XFAMIL AUX VPPMS DET NFP ADJFP PREF AUX ADV AUX DET NFS	<eps> PDEMMS NMS PREP PROPN AUX VPPMS PREP DINTMS NMS PREP NFS PREP NMP PINDMS VERB PPOBJMS VERB PREP DETMS NMS VERB PREP CHIF NMP CHIF DETFS NFS PREP VERB PREP DET NFP ADJFP COSUB PROPN XFAMIL AUX VPPMS DET NFP ADJFP PREF AUX DET NMP <eps> NFS	_
3939	ADJFP PPOBJFS PREFP AUX VPPFS PREP DET NMP PREP DET PROPN ADV COSUB PPER3MS PPOBJMS VERB ADV DET NMP DINTMS NMS PREL VERB DET NMS	PUNCT <eps> PREFP AUX VPPMS PREP DET NMP PREP DET PROPN ADV COSUB PPER3MS PPOBJMS VERB ADV DET NMP DINTMS NMS PREL VERB PREP PROPN	_
3940	PUNCT	PROPN XFAMIL	_
3941	ADJMS DETMS NMS VERB	<eps> DETMS NMS VERB	_
3942	COSUB PREP CHIF NMP DETFS NFS PROPN XFAMIL COCO PROPN XFAMIL XFAMIL XFAMIL PREP NMS PROPN XFAMIL ADV PREL AUX AUX	COSUB PREP CHIF NMP DETFS NFS PROPN XFAMIL COCO PROPN XFAMIL XFAMIL XFAMIL PREP NMS PROPN XFAMIL ADV PREL AUX AUX	_
3943	DETMS NMS PREP VERB DET PRON	NMP <eps> PREP VERB DET PRON	_
3944	AUX VPPMS CHIF CHIF NFP PREP PDEMMS NMS	VERB <eps> CHIF CHIF NFP PREP PDEMMS NMS	_
3945	COSUB PPER3MP AUX VPPMS DET NMP COCO ADV <eps> DET ADJMS NMS PPER3MP AUX VPPMS DETFS NFS ADJFS	<eps> PPER3MP AUX VPPMS DET NMP COCO ADV ADV DET ADJMS <eps> PPER3MP AUX VPPMS DETFS NFS ADJFS	_
3946	COCO DET ADJMS NMS ADJMS AUX DETFS NFS VERB VERB DET NMP	AUX DETMS ADJMS NMS ADJMS AUX DETFS NFS VERB VERB DET NMP	_
3947	NMS ADJMS VERB VERB	NMP ADJMP VERB VERB	_
3948	ADV AUX PRON PREL PPER3MP AUX VPPMS	<eps> VERB PRON PREL PPER3MP AUX VPPMS	_
3949	PREFP VERB PREFP VERB ADV ADV	<eps> VERB PREFP VERB ADV ADV	_
3950	ADV AUX PRON PREL PPER3MP AUX VPPMS DET NFP DET ADV ADJFP	<eps> VERB PRON PREL PPER3MP AUX VPPMS DET NFP DET ADV ADJFP	_
3951	COSUB DETFS NFS VERB ADV DET NMP ADJMP ADV VERB ADV VERB ADV PPER3MP VERB VERB <eps> COSUB PREP DETMS NMS PREP DET PROPN PPER1S PREFP PPOBJMS VERB PREP DETFS ADJFS NFS <eps>	COSUB DETFS NFS VERB ADV DET NMP ADJMP ADV VERB ADV VERB ADV PPER3MP VERB PPER3MP VERB COSUB PREP DETMS NMS PREP DET PROPN PPER1S PREFP PPOBJMS VERB PDEMMS AUX ADJMS NMS ADJMS	_
3952	ADV PDEMMS AUX ADV ADJMS ADV COSUB PDEMMS AUX ADV DET PRON PREL VERB VERB	<eps> PDEMMS AUX ADV ADV VERB <eps> <eps> <eps> ADV DET PRON PREL VERB VERB	_
3953	PREFP PPOBJMS VERB ADV DET NMS ADJMS	PPER3MS PPOBJMS VERB ADV DET NMS ADJMS	_
3954	PDEMMS AUX ADV DET NFP ADJFP	<eps> AUX ADV DET NFP ADJFP	_
3955	ADV DET NFP ADJFP PDEMMS VERB AUX DET ADV ADJMP COCO	<eps> DET NFP ADJFP PDEMMS VERB AUX DET ADV ADJMP COCO	_
3956	PREFP VERB PDEMMS AUX ADV ADJMS COSUB PPER3MP AUX VPPMP PREP VERB	PREFP VERB PDEMMS AUX ADV COSUB <eps> PPER3MP AUX VPPMP PREP VERB	_
3957	COSUB <eps> PPOBJMS VERB ADV CHIF PREP CHIF PREP NFP VPPFP PREP DET NMP <eps>	COSUB PPER3MS PPOBJMS VERB ADV CHIF PREP CHIF PREP NFP VPPFP PREP DET NMP ADJMS	_
3958	PPER3MP VERB ADV AUX VPPMS DINTFS NFS PREP DET CHIF PREP CHIF ADV COCO VERB COSUB PPER3MP VERB DINTFS NFS ADV PPER3MS VERB COSUB PPER3MP VERB	PPER3MP VERB ADV AUX VPPMS DINTFS NFS PREP DET CHIF PREP CHIF PPOBJFS COCO VPPMS COSUB PPER3MP VERB DINTFS NFS ADV PPER3MS VERB PREL VERB <eps>	_
3959	INTJ PROPN XFAMIL NMS PREP DETFS NFS DET NFP NMS PROPN DET PROPN PREP AUX VPPMS DET NFS ADV PREP DET NFP	<eps> PROPN XFAMIL NMS PREP DETFS NFS DET NFP ADJFS PROPN DET PROPN PREP AUX VPPMS DET NFS ADV PREP DET NFP	_
3960	DET NMP DET NFP COCO DINTMS NMS PREL PREFP VERB PREP DET NFP DET NFP PREP DET NFS COCO DINTMS NMS ADJMS <eps> NMS AUX VPPMS	DET NMP DET NFP COCO DINTMS NMS PREL PREFP VERB PREP DETFS NFS DET NFP PREP DET NFS <eps> DINTMS NMS ADV ADV ADV AUX VPPFS	_
3961	COCO ADV PREP PDEMMS DETMS NMS DET NMP DET NFP ADJFP VPPFP PREP DETMS NMS PREP DET NMS PREP DET NFS PROPN XFAMIL	VERB ADV PREP PDEMMS DETMS NMS DET NMP DET NFP ADJFP VPPMS PREP DETMS NMS PREP DET NMS PREP DET NFS PROPN XFAMIL	_
3962	AUX VPPMS NMS PREP DINTMS NMS PREP NFS VPPMS ADV PREP DET NFS PPER3MS VERB PREP ADV VERB DET NMP PREP NMP VPPMP PREP VERB ADV NMS COCO DET NFP PREP PROPN DETMS NMS PREP DETFS NFS VERB DET NFP PREL ADV AUX PREP ADV ADV VPPFP PREP DET NFS ADJFS	<eps> VPPMS NMS PREP DINTMS NMS PREP NFS VPPMS ADV PREP DET NFS PPER3MS VERB PREP ADV VERB DET NMP PREP NMP VPPMP PREP VERB ADV NMS COCO DET NFP PREP PROPN DETMS NMS PREP DETFS NFS VERB DET NFP PREL ADV AUX PREP ADV ADV VPPMS PREP DET NFS ADJFS	_
3963	PPER3MS AUX PREP DETFS NFS DINTMS NMS PREP DET NMP ADJMP PREL DET PINDMS AUX VPPMP PPER3MS PPOBJMS AUX ADV ADV VPPMS DET NFP PREP VPPFP DET NOUN DET NMP PINDMS VERB ADV VERB DET NMP ADJMP	VERB <eps> PREP DETFS NFS DINTMS NMS PREP DET NMP ADJMP PREL DET PINDMS AUX VPPMS PPER3MS PPOBJMS AUX ADV ADV VPPMS DET NFP <eps> VPPFP DET NOUN DET NMP ADV VERB ADV VERB DET NMP ADJMP	_
3964	DETMS NMS DINTMS NMS PREP DETFS NFS VERB PREP VERB DINTMS NMS VERB	<eps> NMS DINTMS NMS PREP DETFS NFS AUX VPPMS <eps> DINTMS NMS ADJMS	_
3965	PREP DETFS NFS PREP DETMS NMS VERB PREP VERB DET ADJFP NFP	<eps> DETFS NFS PREP DETMS NMS VERB <eps> VERB DET ADJFP NFP	_
3966	DINTMS NMS ADV DETMS DET NMP ADJMP	DINTMS NMS ADV COCO DET NMP ADJMP	_
3967	PPER3MS PPOBJMS VERB ADV COSUB DET NMP PPER3MS PPOBJMS VERB ADV ADV DET NMP PREL VERB ADJMP PREL PREF VERB ADJMP ADV PINDMS VERB DET NFS PDEMMS PDEMMS NMS AUX VPPMS PREP NMS COCO DETMS DETMS ADJMS NMS PREP VERB	PPER3MS PPOBJMS VERB ADV COSUB DET NMP PPER3MS PPOBJMS VERB ADV ADV DET NMP PREL VERB ADJMP PREL PREF VERB VERB ADV PREP ADJMS DET NFS PDEMMS <eps> NMS AUX VPPMS PREP NMS COCO DETMS <eps> ADJMS NMS <eps> VERB	_
3968	DET NMP AUX VPPMP PREP PROPN PREP PROPN COCO PROPN ADV NMS PREP VERB PROPN XFAMIL	<eps> PROPN AUX VPPMP PREP PROPN PREP PPER1S <eps> <eps> ADV NMS PREP VERB PROPN XFAMIL	_
3969	DET NMP PRON AUX DET CHIF NMP DINTMS NMS ADJMS NMS PROPN PPER3MP AUX PREP DET NMS	<eps> PROPN PRON AUX DET CHIF NMP DINTMS NMS ADJMS NMS PROPN PPER3MP AUX PREP DET NMS	_
3970	PREP DETMS NMS PREP DET PROPN XFAMIL PREP NFS COCO ADJFS NFS PROPN XFAMIL COCO PROPN XFAMIL AUX PREP NFS	PREP DETMS NMS PREP DET PROPN XFAMIL PREP NFS COCO ADJFS NFS PROPN XFAMIL COCO PROPN XFAMIL AUX PREP NFS	_
3971	PINDMS PREP PINDMP COCO ADJMP PREP PROPN	<eps> PREP PINDMP <eps> PINDMP PREP PROPN	_
3972	PINDMS AUX DETMS NMS PREP NMS PREP DET CHIF NMP PREP DET PROPN ADV NMS PREP PROPN	<eps> AUX DETMS NMS PREP NMS PREP DET CHIF NMP PREP DET PROPN ADV NMS PREP PROPN	_
3973	PREP DET ADJMS NMS ADJMS PPER3MP AUX VPPMS PREP VERB PREP ADV PREP CHIF NFP DINTMS ADJMS NMS	PREP DET ADJMS NMS ADJMS PPER3MP AUX VPPMS PREP VERB PREP ADV PREP CHIF NFP DINTMS ADJMS NMS	_
3974	PREP DETMS NMS COCO DETFS NFS PREP PROPN XFAMIL	<eps> DETMS NMS COCO DETFS NFS PREP PROPN XFAMIL	_
3975	<eps> PINDMS AUX DINTFS DINTFS ADJFS NFS PINDMS VERB PREP NMS COSUB PROPN XFAMIL AUX AUX VERB	COSUB PINDMS VERB DINTFS DINTFS ADJFS NFS PINDMS VERB PREP NMS COSUB PROPN XFAMIL AUX AUX VERB	_
3976	DINTFS NFS PREP NMP <eps> PREL PREFP AUX VPPMS	<eps> NFS PREP NMS VERB PREL PREFP AUX VPPMS	_
3977	PPER1S VERB VERB DET DET NMP PREP PREFP VERB PREP NFS PREFP VERB VERB ADV ADV PREFP VERB VERB DET NFS PREP NFS PREP DET NMS COCO PREFP VERB VERB DETFS PROPN PREP NMS	PPER1S VERB VERB DET DET NMP PREP PREFP VERB PREP NFS PREFP VERB VERB ADV ADV PREFP VERB VERB DET NFS PREP NFP PREP DET NMS COCO PREFP VERB VERB DETFS PROPN PREP NMS	_
3978	ADV PREP NFP NMS AUX ADJMS COCO ADV PREP PREP NFS PREL PREF VERB PREP PROPN COCO PROPN	<eps> PREP NFP NMS AUX ADJMS COCO ADV DET NMS <eps> PREL PREF VERB PREP CHIF <eps> <eps>	_
