BONSOIR À TOUS BIENVENUE C' EST BFM STORY EN DIRECT JUSQU' À DIX NEUF HEURES À LA UNE	SONT NÉCESSAIRES FEMMES SOURIS EN DIRECT JUSQU À À DIX NEUF HEURES
NON MAIS C' EST JAMAIS C' EST JAMAIS AGRÉABLE POUR UN GOUVERNEMENT QUE LE CONSEIL CONSTITUTIONNEL CENSURE UN TEXTE (N) C' EST DÉJÀ ARRIVÉ MOI J' EN FAIS PAS UNE AFFAIRE MAJEURE	NON MAIS C EST JAMAIS C EST JAMAIS AGA POUR UN GOUVERNEMENT CONSEIL CONSTITUTIONNEL SONT SUR UN TAX BON C EST DÉJÀ ARRIVÉ JE EN FAIS PAS UNE AFFAIRE MAJEURE
JE JE SUIS UN PEU PLUS J' AIMERAIS JUSTE COMPRENDRE POURQUOI LE PREMIER MINISTRE LE MATIN ANNONCE UNE DÉCISION QUE LE CONSEIL CONSTITUTIONNEL N' A PAS RENDUE ALORS	JE SUIS UN PEU PLUS J AIMERAIS JUSQU COMPRENDRE POURQUOI LE PREMIER MINISTRE MATIN ANNONCE UNE DÉCISION QUE LE CONSÉQUENCIEL N A PAS RENDU
C' EST PARCE QU' IL ÉTAIT TELLEMENT CONVAINCU PEUT ÊTRE JE NE SAIS PAS MAIS FAUT PAS QUE ÇA SE REPRODUISE	C EST PARCE QU IL ÉTAIT TELLEMENT CONVAINCU PEUT ÊTRE QUE JE NE SAIS PAS MES FAUX PA QUE SE REPRODUIT
JE SERAI À LYON POUR MANIFESTER JE SUIS UN ÉLU DE LA DRÔME JE VAIS À LYON MANIFESTER MAIS LA MANIFESTATION FAIT PARTIE DU DROIT DE LA DÉMOCRATIE NOUS LANÇONS ET NOUS LANCERONS DES PÉTITIONS NOUS MÈNERONS UN COMBAT FAROUCHE À L' ASSEMBLÉE	NES MANIFESTÉS MAIS LA MANIFESTATION FAIT PARTIE DU DROIT DE LA DÉMOCRATIE NOUS LANCEONS ET NOUS LANCERONS DES PÉTITIONS NOUS MÈNERONT UN COMBAT FAROUCHE À L ASSEMBLÉE
JE SOUHAITE QUE NOUS LE FASSIONS SANS INSULTER NOS COLLÈGUES SOCIALISTES SANS INSULTER DES PERSONNES QUI PEUVENT ÊTRE DEMANDERESSES DE CE QUI LEUR EST PROPOSÉ AUJOURD'HUI MAIS JE SOUHAITE AUSSI LEUR EXPLIQUER QUE CE N' EST	JE SOUHAITE QUE NOUS FASSIONS SANS INSULTER NOS COLLÈGUES SOCIALISTES SANS INSULTER DES PERSONNES QUI PEUVENT ÊTRE DEVENDRESSES DE CE QUI LEUR POURRAIT PROPOSER AUJOURD HUI JE SOUHAITE AUSSI LEUR EXPLIQUER QUE C EST N EST
PAS	ARTS
BIEN POUR ELLES ET CE N' EST PAS LEUR INTÉRÊT ET CE N' EST PAS NON PLUS L' INTÉRÊT DE LA SOCIÉTÉ NOUS SOMMES NOUS AVONS DEMANDÉ LE PS LA MAJORITÉ NOUS L' ONT REFUSÉ NOUS AVONS DEMANDÉ UN DÉBAT PUBLIC POURQUOI PARCE QUE NOUS SOMMES À LA FOIS TRÈS FORTS DANS NOS CONVICTIONS ET SUFFISAMMENT OPTIMISTES QUE NOTRE CONVICTION PUISSE ENTRAÎNER	ET PARCE QUE NOUS SOMMES À LA FOIS TRÈS FORT DANS LE CONVICTION EST SUFFISAMMENT OPTIMISTE NOTRE CONVICTION PUISSE ENTRAÎNÉE
POUR NOUS SOUMETTRE AU DÉBAT PUBLIC MAIS ON NOUS L' A REFUSÉ	POUR NOUS SOUMETTRE AU DÉBAT PUBLIC MAISON NOIRFUS
PATRICK BLOCHE EST CE QU' IL RESTE ENCORE À CONVAINCRE À TROUVER LES ARGUMENTS À EXPLIQUER FACE À CETTE POPULATION UNE PARTIE DE LA POPULATION QUI SERAIT HOSTILE	MATRI BLOCHE EST CE QU IL RESTE ENCORE À CONVAINCRE À TROUVER LES ARGUMENTS À EXPLIQUER FACE À CETTE POPULATION UNE PARTIE DE LA POPULATION QUI SERAIT AU STYLE
À CE TEXTE DE (LOI)	CE TEXTE DE LOIRE
PENSE QUE LE DÉBAT QUI EST DEVANT NOUS LE DÉBAT PARLEMENTAIRE DE LA FIN DU MOIS DE JANVIER NE REVÊTIRA PAS LE MÊME CARACTÈRE QUE LE DÉBAT QU' IL Y A EU LORS DE L' ADOPTION DU PACS IL Y A MAINTENANT TREIZE ANS	LE DÉBAT ACQUIERT DEVANT NOUS LE DÉBAT PARLEMENTAIRE DE LA FIN DU MOIS DE JANVIER NE REVÊTRA PAS LE MÊME CARACTÈRE QUE LE DÉBAT QU IL Y A EU LORS DE L ADOPTION DU PAX IL Y A MAINTENANT AU TREIZE ANS
PARCE QUE JE PENSE QUE LE DÉBAT EXTRÊMEMENT VIOLENT QUI EUT LIEU IL Y A IL Y A TREIZE ANS A ÉTÉ D' AILLEURS DE MANIÈRE PARADOXALE PAR LE VOTE DE LA LOI IN FINE UN DÉBAT FONDATEUR	PARCE QUE JE PENSE QUE LE DÉBAT EXTRÊMEMENT VIOLENT QUI LIE YA YA TREIZE ANS A ÉTÉ D AILLEURS DE MANIÈRE PARADOXALE PAR LE VOTE DE LA LOIEMENT FINÉE UN DÉBAT FONDATEUR
QUI A FAIT SAUTER BEAUCOUP DE VERROUS ET SURTOUT FAIT TOMBER BEAUCOUP DE TABOUS ET LA SOCIÉTÉ FRANÇAISE À TRAVERS UN DÉBAT DONT ELLE S' EST EMPARÉE ET QUI EST SORTI TRÈS RAPIDEMENT DES DE LA SEULE ENCEINTE DU PALAIS BOURBON	IL A FAIT SAUTER BEAUCOUP DE ZÉROUS ET SURTOUT FAIT TOMBER BEAUCOUP DE TABLEAUX ET LA SOCIÉTÉ FRANÇAISE À TRAVERS UN DÉBAT DONT ELLE S EST EMPARÉE ET QUI EST SORTI TRÈS RAPIDEMENT DÉCIDAL SEUL ENCEINTE DU PALAIS BOURBON
A CHANGÉ SON REGARD SUR L' HOMOSEXUALITÉ LES HOMOSEXUELS ET BIEN ENTENDU LES COUPLES DE FEMMES ET D' HOMMES ET DONC EN L' OCCURRENCE ON VA PAS REVIVRE LE MÊME DÉBAT PARCE QUE LA SOCIÉTÉ FRANÇAISE N' A PAS BESOIN D' UN DÉBAT	A CHANGÉ SON REGARD SUR L HOMOSEXUALITÉ LES HOMOSEXUELS AIENT BIEN ENTENDUS LES COUPLES DE FEMMES ET D HOMMES ET DONC EN LOCENCE ON VA PAR REVIVRE LE MÊME DÉPART PARCE QUE L ASSOCIÉ FRANÇAISE N A PAS BESOIN D UN DÉBAT
POUR SE LIBÉRER DES IDÉES REÇUES QU' ELLE AVAIT SANS DOUTE AUPARAVANT SUR L' HOMOSEXUALITÉ	SE LIBÉRER DES IDÉES REÇUES QU ELLE AVAIT SANS DOUTE AUPARAVANT SUR L HOMOSEXUEL
ENTRE LES ANTI ET LES PRO	LES ANTI LÉPROS
CE QUI A FONDALEMENT CHANGÉ C' EST QUE LE DÉBAT POUR LE PACS A PERMIS À NOMBRE D' HOMMES ET DE FEMMES	CE QUI A FONDAMENTALEMENT CHANGÉ C EST QUE LE DÉBAT POUR LE PACK A PERMIS UN NOMBRE D HOMMES ET DE FEMMES
ILS ME L' ONT DIT	IL ME LONTIT
ET ILS M' EN ONT REMERCIÉ D' AILLEURS D' AVOIR PU AVOUER	MON ON MERCIER D AILLEURS D AVOIR PU AVOUER
À LEUR MÈRE OU À LEUR PÈRE À LEURS PARENTS DONC QU' ILS ÉTAIENT HOMOSEXUELS CE QU' ILS NE POUVAIENT FAIRE AVANT DONC JE PENSE PAS QU' ON VA REFAIRE LE MÊME DÉBAT ET JE NE	À LEUR MÈRE OÙ LEUR PÈRES LEURS PARENTS DONC QU ILS ÉTAIENT HOMOSEXUELS S ILS NE POUVAIENT FAIRE AVANT DONT JE PENSE PAS COMBAT REFAIRE LE MÊME DÉBAT ET JE NE
OU JE NE DEMANDE PAS À HERVÉ MÉRIT MARITON ÉVIDEMMENT DE JUSTIFIER LES PROPOS INACCEPTABLES DE SERGE DASSAULT HIER MAIS MÉFIEZ VOUS DES MANIFESTATIONS DE MONSIEUR MARITON PARCE QUE QUELQUE PART ELLES VOUS ÉCHAPPENT	OÙ JE NE DEMANDE PAS À HERVÉ MÉRITE MARIE TON ÉVIDEMMENT DE JUSTIFIER LES PROPOS INACCEPTABLES DE SERGIA SOUS HIER MAIS MÉFIEZ VOUS DES MANIFESTATIONS MONSIEUR MARITON LORSQUE QUELQUE PARE ELLE VOUS ÉCHAPPE
ET CE SERAIT TERRIBLE POUR VOUS POUR LA SOCIÉTÉ FRANÇAISE QU' EN DEUX MILLE DOUZE	ET CE SERAIT TERRIBLE POUR VOUS POUR LA SOCIÉTÉ FRANÇAISE POINT DEUX MILLE DOUZE
QUATRE VINGT DIX HUIT VOUS PARTICIPIEZ À UNE MANIFESTATION OÙ ON CRIE « LES PÉDÉS AU BÛCHER »	VINGT DIX HUIT VOUS PARTICIPER À UNE MANIFESTATION OU EN CRI LES PÉDÉS AU BÛCHER
CE N' EST PAS LA DÉMARCHE S' IL VOUS ARRIVE DE MANIFESTER NOUS EN AVONS	L ANNÉE PAR LA DÉMARCHE SU VOUS ARRIVE DE MANIFESTÉS NOUS EN AVVONS VOIR NOUS EN AVVONS VOIR NOUS EN AVVONS
PATRICK BLOCHE ON VOUS L' AVAIT PROMIS VOUS VENEZ DE L' AVOIR MERCI GRAND MERCI À TOUS LES DEUX	ON VOULAIT LES PREMIERS VOULAIS L AVOIR MERCI REMERCIER À TOUS LES DEUX
(PAR)TICIPÉ À CE PILE ET FACE PROCHAIN PILE ET FACE ÇA SERA LA SEMAINE PROCHAINE MÊME PLACE MÊME HEURE À BIENTÔT	SUPER À CE PIED L EFFACE POURCHAMPULER FACE À LA SEMAINE PROCHAINE MÊME PLACE NEMEUR À MIATTEAU
VOUS SAVEZ COMME MOI QUE LA MOBILITÉ N' EST PAS AUSSI SIMPLE QUE ÇA ET DIRE À QUELQU' UN DE CINQUANTE ANS « VOUS DÉMÉNAGEZ DEMAIN MATIN VOTRE FEMME A UN BOULOT (H) ÉCOUTEZ ON VA ESSAYER D' EN TROUVER UN AUTRE VOUS AVEZ ACHETÉ UNE MAISON (H) DOMMAGE TANT PIS ON FAIT AUTRE CHOSE	VOUS SAVEZ COMMENT QUE LA MOBILITÉ N EST PAS AUSSI SIMP QUE ÇA ET DIRA QUELQU UN DE CINQUANTE AN VOUS DÉMÉNAGER DEMAIN MATIN VOTRE FEMME UN BOULOT BECOUTÉ AURAIT SI ON TROUVAIT UN AUTRE RÉ ACHETER UNE MAISON D UN DOMMAGE CHAMPION FAIT AUTOUR
C' EST FACILE À DIRE C' EST PAS FACILE À VIVRE À PARTIR DE LÀ IL FAUT ET C' EST LÀ DESSUS QU' ON A ÉGALEMENT UN SUJET QUI EST LE SUJET DE L' ACCOMPAGNEMENT DES PERSONNES QUI SONT EN RECHERCHE D' EMPLOI AVEC DE VRAIES FORMATIONS QUI LEUR PERMETTENT D' ALLER VERS AUTRE CHOSE	SES FACILES À DIRE C EST PAS FACILE À VIVRE À PARTIR DE LÀ IL FAUT ET C EST LÀ DESSUS QU ON A ÉGALEMENT UN SUJET QUI EST LE SUJET DE L ACCOMPAGNEMENT DES PERSONNES QUI SONT EN RECHERCHE D EMPLOI AVEC DE VRAIES FORMATIONS QUI LEUR PERMETTENT D ALLER VERS AUTRES CHOSES
LÀ DESSUS AUJOURD'HUI IL Y A UNE DIFFICULTÉ DANS NOTRE PAYS ET AU À CE QUE JE VOIS DANS CE QUE VOUS PROPOSEZ AUJOURD'HUI IL N' Y A PAS D' ÉVOLUTION PROPOSÉE	LA TUE AUJOURD HUI IL VIENT DIFFICULTÉ DANS NOTRE PAYS ET OOS QUE JE VOIS DANS CE QUE VOUS PROPOSEZ AUJOURD HUI IL N Y A PAS D ÉVOLUTION PROPOSÉE
ALORS JE (EN)FIN D(E) S(UR) SUR CE POINT LÀ JE JE JE PENSE SINCÈREMENT QUE LA NÉGOCIATION GÉNÉRALE QUI EST EN TRAIN DE SE METTRE EN PLACE SUR LA FORMATION PROFESSIONNELLE APPORTERA BEAUCOUP DE RÉPONSES AU POINT QUE QUE VOUS SOULEVEZ MAIS JE VOUDRAIS	JE SUIS SUR CE POIDAGE LE JE PENSE SINCÈREMENT QUE LA NÉGOCIATION GÉNÉRALE QUI ENTRAINE SE METTRE EN PLACE SUR LA FORMATION PROFESSIONNELLE ELLE APPORTERA BEAUCOUP DE RÉPONSES AU POINT QUE VOUS SOULEVEZ
PARCE QUE C' EST PAS DES NÉGOCIATIONS SUR LA F(ORMATION)	C EST PAS À DES NÉGOCIATIONS SUR LA
FORMATION PROFESSIONNELLE C' EST UN DES POINTS	PROFESSIONNE S ÉTEINT DES POINTS
C' EST	FAIT
C' EST UN POINT FONDAMEN(TAL)	C EST UN POINT FONDAMENTALEMENT
SÉCURISER	LESCURISÉS
PARCOURS PROFE(SSIONNEL)	PARCOURT PROFESSIONNELS PROFESSITIONS PROFESSION
C' EST UN POINT FONDAMENTAL C' EST À DIRE QUE J(E) JE COMPRENDS LES PROPOS DE MADAME VAUTRIN QU' ELLE NE S' ALIGNE PAS SUR LA L(ES) LES LES LES RÉCLAMATIONS DU MEDEF ET D' AUTRES ORGANISATIONS PATRONALES QUI VEULENT LA FLEXIBILITÉ LA FLEXIBILITÉ LA FLEXIBILITÉ RIEN QUE LA FLEXIBILITÉ	C EST UN POINT FONDAMENTAL C EST À DIRE QUE JE COMPRENDS DES PROPOS DE MADAME VAUTRIN QU ELLE NE S ALIGNE PAS SUR LA HALLE ET LES RÉCLAMATIONS DU MÉDÈF ET D AUTRES ORGANISATIONS PATRONALES QUI VEULENT LA FLEXIBILITÉ LA FLEXIVITÉ D AFFECTIVITÉ ANGLACTIVITÉ
SUR CE POINT LÀ SI VOUS ÊTES D' ACCORD AVEC CETTE IDÉE LÀ ON VA S(E) ON VA ON ON ON VA TROUVER UN POINT D' ENTENTE C' EST À DIRE QUE	SUR CE POINT LÀ SI VOUS ÊTES D ACCORD AVEC CETTE IDÉE LÀ AU VASTE POUVANT ON VA TROUVER UN POINT D ENTENDRE C EST À DIRE QUE
SI ON FAIT ÉVOLUER LE DROIT DU TRAVAIL ÇA SIGNIFIE QUE DU CÔTÉ DES SALARIÉS ON DOIT FAIRE AUSSI ÉVOLUER LA PROTECTION LE DROIT À LA FORMATION ET LA SÉCURISATION SUR L' ENSEMBLE DU PARCOURS ET DE L(A) DU PARCOURS PROFESSIONNEL	SI ONT FAIT ÉVOLUER LE DROIT DU TRAVAIL ÇA SIGNIFIE QUE DU CÔTÉ DES SALARIÉS ON DOIT FAIRE AUSSI ÉVOLUER LA PROTECTION LE DROIT À LA FORMATION ET LA SÉCURISATION SUR L ENSEMBLE DU PARCOURS ET DE LA DU PARCOURS PROFESSIONNEL
(GA)GNANT	YANTS
C' EST DON(NANT) EN TOUT CAS C' EST DONNANT DONNANT JE SAIS PAS SI C' EST GAGNANT GAGNANT À CE STADE C' EST DONNANT DONNANT ET JE SUIS TRÈS GÊNÉE MOI QUAND J' ENTENDS L' OPPOSITION EXPLIQUER QUE LA SEULE SOLUTION C' EST LA FLEXIBILISATION DU MARCHÉ DU TRAVAIL	C EST DOUTE ENTRE SES DONNANTS DONNANTS JE SAIS PAS SI C EST GAGNANT GAGNANT À CE STADE C EST DONNANT DONNANT ET JE SUIS TRÈS GÊNÉ MOI QUANDJ ENTENDRE L OPPOSITION EXPLIQUER QUE LA SEULE SOLUTION C EST L AFFECTION DU MARCHÉ DU TRAVAIL
MONSIEUR FILLON A PARLÉ DE FAIRE PASSER LE LA LA DURÉE DU TRAVAIL À QUARANTE HUIT HEURES PAR SEMAINE J' AI PAS TRÈS BIEN COMPRIS CE QUI LUI PRENAIT CE JOUR LÀ C' ÉTAIT AVANT LA BAGARRE INTERNE	MONSIEUR FILLON A PARLÉ DE FAIRE PASSER LE LAIT LA DURÉE DU TRAVAIL QUARANTE HUIT HEURES PAR SEMAINE DU PATRIIEN COMPRIS QU IL PRENEZ JOURS LÀ C EST AVANT LA BAGARRE ADAM
MAIS C' (EST) ENFIN ON ON N' EST PAS DANS UN DANS UN MONDE OÙ	MAIS ON ON EST PAS DANS UN DANS LE MONDE OÙ
LA SOLUTION C' EST DE FAIRE EXPLOSER LE DROIT DU TRAVAIL ET PUIS D' ATTENDRE QUE LE SALARIÉ OU LA PERSONNE AU CHÔMAGE SE DÉBROUILLE TOUTE SEU(LE)	LA SOLUTION S EST DE FAIRE EXPOSER LE DROIT DU TRAVAIL ET PUIS D ATTENDRE QUE LE SALARIÉ OÙ LA PERSONNE AU CHÔMAGE SE DÉROULE TOUT ÇA
IL FAUT DONNER DU CÔTÉ DES S(ALARIÉS) DES EMPLOYEURS PLUS DE FACILITÉ POUR SE SÉPARER LE CAS ÉCHÉANT DE SALARIÉS MAIS EN CONT(REPARTIE)	IL FAUT DONNER DU CÔTÉ DES CÉLÈBRES DES EMPLOYEURS PLUS DE FACILITÉS POUR SE SÉPARER LES CA ÉCHÉANTS DE SALARIÉS MAIS ENCORE CÔTÉS DES EMPLOYEURS PLUS DE FACILITÉ POUR SE SÉPARER LES CA ÉCHÉANTS DE SALARIÉS MAIS ENCORE CÔTÉS DES EMPLOYEURS PLUS DE FACILITÉ POUR SE SÉPARER LES CA ÉCHÉANTS DE SALARIÉS MAIS ENCORE CÔTÉS DES EMPLOYEURS PLUS DE FACILITÉ POUR SE SÉPARER LE CA ÉCHÉANT DE SA
(SALAR)IÉ QU' IL Y AIT UNE SÉCURISAT(ION)	UNE SÉCURISATION
TOUT AU LONG DE LA VIE	LA VILLE DE LA VILLE
PME DEMANDENT SURTOUT LA CAPACITÉ DE POUVOIR S' ADAPTER EN CAS DE CHOC ÉCONOMIQUE QUAND VOTRE CHIFFRE D' AFFAIRE FAIT MOINS QUARANTE POUR CENT COMME ÇA A ÉTÉ LE CAS À L' AUTOMNE DEUX MILLE HUIT DANS CERTAINS SECTEURS IL FAUT POUVOIR PROPOSER UNE SOLUTION D' ADAPTATION À SES ÉQUIPES SALARIALES	IL ME DEMANDE SURTOUT LA CAPACITÉ DE POUVOIR S ADAPTER EN CAS DE CHOCS ÉCONOMIQUES EN MOTIFS D AFFAIRES FAIT MOINS QUARANTE POURCENT COMME ÇA ÉTAIT LE CAS À L AUTOMNE DEMI LOUIS DANS CERTAINS SECTEURS IL FAUT POUVOIR PROPOSER UNE SOLUTION D ADAPTATION À SES ÉQUIPES CARRIÈRES
EN ÉCHANGE EN ÉCHANGE ET JE TIENS À PRÉCISER QUE CET « EN ÉCHANGE » EST ABSOLUMENT FONDAMENTAL ON EST SUR LA MÊME LE MÊME NIVEAU EN ÉCHANGE DROIT À LA FORMATION	EN ÉCHANGE EN ÉCHANGE ET JETTANT À PRÉCISER QUE CET EN ÉCHANGE EST ABSOLUMENT FONDAMENTAL EN EST SUR LA MÊME LE MÊME NIVEAU NIVEAU EN ÉCHANGE DROIT À LA FORMATION
AVEC LA RESPONSABILITÉ DU SALARIÉ QUI QUI CHOISIT SA FORMATION SÉCURISATION SUR L' ENSEMBLE D(E) DU PARCOURS DE VIE ET PUIS D' AUTRES ÉLÉMENTS NOTAMMENT SUR LES CONTRATS PRÉCAIRES	AVEC LA RESPONSABILITÉ DU SALARIÉ QUI CHOISIT SA FORMATION SÉCURISATION SUR L ENSEMBLE DE DU PARCOURS DE VIE ET PUIS D AUTRES ÉLÉMENTS NOTAMMENT SUR LES CONTRE ATTAQUAIRES
ALORS LÀ DESSUS IL Y A PLUSIEURS ÉLÉMENTS D' ABORD JE VAIS VOUS CITER (QUEL)QU' UN QUI EST PAS CONNU POUR SON APPARTENANCE À L' UMP C' EST MADAME ROYAL QUI ELLE MÊME DISAIT DANS UN DÉBAT IL Y A PEU DE TEMPS « L' EMBAUCHE ELLE EST LIÉE AU CARNET DE COMMANDES » ET ÇA C' EST LE VRAI SUJET HUM DONC IL Y A BIEN SÛR UNE NÉCESSITÉ DE FLEXIBILITÉ JE SUIS HEUREUSE DE VOUS ENTENDRE D(IRE)	CAR LETSUYE À PLUSIEURS ÉLÉMENTS D ABORD JE AUSSI DES QUALTIENS QUI EST PAS CONNU POUR SON APPARTENANCE À L UMPE SE MARIALE QUI ELLE MÊME DISAIT DANS UN DÉBAT PRI À PEU TEMPS L EMBAUCHER LES LÉOCARNES COMMANDES ET ÇAIENT LE VRAI SUJET DONT IL A BIEN SÛR UNE NÉCESSITÉ DE FLEXIBILITÉ CHIREUX DE VOUS ENTENDRE
VOUS ALLEZ NOUS CITER GERHARD SCHRÖDER	VOUS ALLEZ NOUS SITUER GARLS RYDER
BONJOUR À TOUS ET BIENVENUE DANS TOP QUESTIONS LE MEILLEUR DES QUESTIONS AU GOUVERNEMENT DE CE MERCREDI VINGT HUIT NOVEMBRE AU MENU LE PREMIER MINISTRE QUI VANTE LES MÉRITES DU CRÉDIT D' IMPÔT C' EST LA MESURE PHARE DE SON PLAN DE COMPÉTITIVITÉ ET PUIS LA SITUATION DES SALARIÉS	BONJONS TOUS CES BIENVENUES D ENTREPRISION LE MEILLEUR DÉC QUESTION AU GOUVERNEMENT DE CE MERCODI VINGT HUIT NOVANTS REMONUS LE PREMIER MINISTRE QUI VENTE LES MÉRITES DU CRÉDIT IMPOSE ET LÀ MESURENT PAS DE SON PLAN DE COMPÉTITIVITÉ ET PUIS LA SITUATION DES SALARIÉS
D' ARCELOR MITTAL ARNAUD MONTEBOURG ANNONCE LA REPRISE POSSIBLE DU SITE DE FLORANGE ET ENFIN ÉCHANGE MUSCLÉ TRÈS MUSCLÉ MÊME SUR LE MARIAGE POUR TOUS ENTRE LE DÉPUTÉ UMP MARC LE FUR ET LA MINISTRE DE LA FAMILLE DOMINIQUE BERTINOTTI LE TOP TROIS	DARCELORE MITTA L ART NOUVEAU BOURRANNON LA REPRISE POSSIBLE DU SITE DE FLORENCE ET ENFIN ÉCHANGE MUSCLÉE TRÈS MUSCLÉ MÊME SUR LE MARIAGE POUR TOUS ENTRE LE DÉPUTÉ INTÉMARC LE FUR ET LA MINISTRE DE LA FAMILLE DOMINIQUE BERTINUTI LE TEMPS TROIS
DES QUESTIONS AU GOUVERNEMENT C' EST MAINTENANT	DÉCATION AU GOUVERNEMENT C EST MAINTENANT
MONSIEUR LE PREMIER MINISTRE AUJOURD'HUI EN COMMISSION AVEC L' EXAMEN DE LA LOI DE FINANCES RECTIFICATIVE ET EN SÉANCE PUBLIQUE AVEC L' EXAMEN DE LA BANQUE PUBLIQUE D' INVESTISSEMENT L' ASSEMBLÉE NATIONALE MET EN OEUVRE LE PACTE NATIONAL POUR LA COMPÉTITIVITÉ ET L' EMPLOI	MONSIEUR LE PREMIER MINISTRE AUJOURD HUI EN COMMISSION AVEC L EXAMEN DE LA LOI DE FINANCE RECTIFICATIVE ET EN SÉANCE PUBLIQUE AVEC L EXAMEN DE LA BANQUE PUBLIQUE D INVESTISSEMENT L ASSEMBLÉE NATIONALE MET EN ŒUVRE LE PACTE NATIONAL POUR LA COMPÉTITIVITÉ ET L EMPLOI
CETTE NOUVELLE ÉTAPE MONSIEUR LE PREMIER MINISTRE ILLUSTRE L' EFFICACITÉ DE LA MÉTHODE RETENUE APRÈS UNE PHASE DE DIAGNOSTIC LE RAPPORT LOUIS GALLOIS LE GOUVERNEMENT A IMMÉDIATEMENT PROPOSÉ UNE STRATÉGIE COHÉRENTE ET AMBITIEUSE NOUS SOUHAITONS ICI MONSIEUR LE PREMIER MINISTRE	CETTE NOUVELLE ÉTAPE MONSIEUR LE PREMIER MINISTRE ILLUSE L EFFICACITÉ DE LA MÉTHODE RETENUE APRÈS UNE PHASE DE DIAKNOXTIC LE RAPPORT LE GALOIS LE GOUVERNEMENT A IMMÉDIATEMENT PROPOSÉ UNE STRATÉGIE COHÉRENTE ET AMBITIEUSE NOUS SOUHAITONS ICI MONSIEUR LE PREMIER MINISTRE
MINISTRE LA METTRE EN OEUVRE SANS TARDER	MINISTRE LA METTRE EN ŒUVRE SANS TARDER
LA BANQUE PUBLIQUE D' INVESTISSEMENT VA CONSTITUER UNE FORCE DE FRAPPE DE PLUS DE SOIXANTE MILLIARDS D' EUROS AU SERVICE DU FINANCEMENT DES PME	LA BANQUE PUBLIQUE D INVESTISSEMENT VA CONSTITUER UNE FORCE DE FRAPPE DE PLUS DE SOIXANTE MILLIARDS D EUROS AU SERVICE DU FINANCEMENT DES PNEUS
LA CRÉATION DU CRÉDIT D' IMPÔT POUR LA CROISSANCE ET L' EMPLOI VA AGIR COMME UN PUISSANT LEVIER DÈS LE PREMIER JANVIER DEUX MILLE TREIZE NOUS ENCLENCHONS UNE BAISSE MASSIVE DES CHARGES SUR LES SALAIRES À TERME VINGT MILLIARDS D' EUROS SERONT AINSI CONSACRÉS À LA RELANCE DE L' EMPLOI	LA CRÉATION DU CRÉDIT D IMPÔT POUR LA CROISSANCE ET L EMPLOI VA AGIR COMME UN PUITS SANS LEVIER DÈS LE PREMIER JANVIER DE MILLE TREIZE NOUS ENCLENCHONS UNE BAISSE MASSIVE DES CHARGES SUR LES SALAIRES À TERME VINGT MILLIARDS D EUROS SERONT AINSI CONSACRÉS À LA RELANCE DE L EMPLOI
C' EST UN EFFORT SANS PRÉCÉDENT MES CHERS COLLÈGUES AINSI AVANT LA FIN DE L' ANNÉE LES ENTREPRISES ET LES EMPLOYEURS DE NOTRE PAYS CONNAÎTRONT L' ESSENTIEL DU CADRE JURIDIQUE ET FISCAL QUI S' APPLIQUERA À EUX JUSQU' À LA FIN DU QUINQUENNAT CELA EST IMPORTANT	C EST UN EFFORT SANS PRÉCÉDENT MES CHERS COLLÈGUES AINSI AVANT LA FIN DE L ANNÉE LES ENTREPRISES ET LES EMPLOYEURS DE NOTRE PAYS CONNAÎTRONT L ESSENTIEL DU CADRE JURIDIQUE ET FISCAL QUI S APPLIQUERA À EUX JUSQU À LA FIN DU KAKENA CELA EST IMPORTANT
CE PACTE DE CROISSANCE ET JE SOUHAITE LE DIRE ICI TRÈS FORT MONSIEUR LE PREMIER MINISTRE DOIT PERMETTRE À NOS ENTREPRISES DE FAVORISER L' INVESTISSEMENT L' EMPLOI LA RECHERCHE L' INNOVATION LA FORMATION LA CAPACITÉ D' EXPORTATION ET LA RECONSTITUTION DES FONDS DE ROULEMENT	CE PACTE DE CROISSANCE ET JE SOUHAITE LE DIRICY TRÈS FORT MONSIEUR LE PREMIER MINISTRE DOIT PERMETTRE À NOS ENTREPRISES DE FAVORISER L INVESTISSEMENT L EMPLOI LA RECHERCHE L INNOVATION LA FORMATION LA CAPACITÉ D EXPORTATION ET LA RECONSTITUTION DES FONDS ROULEMENTS
ET L' UTILISATION DE CE CRÉDIT D' IMPÔT DEVRA BIEN ENTENDU ÊTRE CONTRÔLÉE ET LES PARTENAIRES SOCIAUX DOIVENT ÊTRE LES PREMIERS ACTEURS DE CE CONTRÔLE MONSIEUR LE PREMIER MINISTRE NOUS REFUSONS ICI LA FATALITÉ D' UN DÉCLIN DONT VOS PRÉDÉCESSEURS	ET L UTILISATION DE CE CRÉDIT D IMPÔTS DEVRA BIEN ENTENDU ÊTRE CONTRÔLÉE ET LES PARTENAIRES SOCIAUX DOIVENT ÊTRE LES PREMIERS ACTEURS DE CE CONTRÔLE MONSIEUR LE PREMIER MINISTRE NOUS REFUSONS ICI LA FATALITÉ D UN DÉCLIN DONT VOS PRÉDÉCESSEURS
S' ÉTAIENT TROP FACILEMENT ACCOMMODÉS	S ÉTAIT TROP FACILEMENT ACCOMMODÉ
